code_module,code_presentation,id_student,week_-4_homepage,week_-4_resource,week_-4_subpage,week_-4_oucontent,week_-4_url,week_-4_glossary,week_-3_homepage,week_-3_oucontent,week_-3_resource,week_-3_subpage,week_-3_url,week_-3_externalquiz,week_-3_glossary,week_-3_forumng,week_-3_oucollaborate,week_-3_ouwiki,week_-2_forumng,week_-2_homepage,week_-2_subpage,week_-2_url,week_-2_externalquiz,week_-2_oucontent,week_-2_oucollaborate,week_-2_resource,week_-2_ouwiki,week_-2_glossary,week_-1_forumng,week_-1_homepage,week_-1_oucollaborate,week_-1_oucontent,week_-1_subpage,week_-1_url,week_-1_resource,week_-1_externalquiz,week_-1_ouwiki,week_-1_glossary,week_0_externalquiz,week_0_forumng,week_0_homepage,week_0_oucollaborate,week_0_oucontent,week_0_ouwiki,week_0_resource,week_0_subpage,week_0_url,week_0_glossary,week_1_forumng,week_1_homepage,week_1_oucollaborate,week_1_oucontent,week_1_resource,week_1_subpage,week_1_url,week_1_externalquiz,week_1_ouwiki,week_1_glossary,week_2_homepage,week_2_oucontent,week_2_url,week_2_forumng,week_2_resource,week_2_subpage,week_2_externalquiz,week_2_ouwiki,week_2_oucollaborate,week_2_glossary,week_3_externalquiz,week_3_homepage,week_3_oucontent,week_3_resource,week_3_subpage,week_3_url,week_3_forumng,week_3_ouwiki,week_3_glossary,week_3_oucollaborate,week_4_externalquiz,week_4_homepage,week_4_oucontent,week_4_resource,week_4_subpage,week_4_url,week_4_forumng,week_4_ouwiki,week_4_glossary,week_4_oucollaborate,week_5_homepage,week_5_oucollaborate,week_5_oucontent,week_5_resource,week_5_subpage,week_5_url,week_5_forumng,week_5_ouwiki,week_5_externalquiz,week_5_glossary,week_6_forumng,week_6_homepage,week_6_oucollaborate,week_6_oucontent,week_6_ouwiki,week_6_subpage,week_6_resource,week_6_url,week_6_externalquiz,week_6_glossary,week_7_homepage,week_7_oucontent,week_7_resource,week_7_subpage,week_7_forumng,week_7_oucollaborate,week_7_url,week_7_ouwiki,week_7_externalquiz,week_7_glossary,week_8_homepage,week_8_subpage,week_8_forumng,week_8_oucontent,week_8_ouwiki,week_8_resource,week_8_url,week_8_externalquiz,week_8_glossary,week_8_oucollaborate,week_9_homepage,week_9_forumng,week_9_oucontent,week_9_url,week_9_externalquiz,week_9_subpage,week_9_resource,week_9_oucollaborate,week_9_glossary,week_9_ouwiki,week_10_externalquiz,week_10_homepage,week_10_oucontent,week_10_resource,week_10_subpage,week_10_url,week_10_forumng,week_10_oucollaborate,week_10_glossary,week_10_ouwiki,week_11_homepage,week_11_resource,week_11_subpage,week_11_forumng,week_11_oucontent,week_11_url,week_11_externalquiz,week_11_oucollaborate,week_11_ouwiki,week_11_glossary,week_12_externalquiz,week_12_homepage,week_12_oucontent,week_12_resource,week_12_subpage,week_12_url,week_12_forumng,week_12_oucollaborate,week_12_glossary,week_12_ouwiki,week_13_forumng,week_13_homepage,week_13_resource,week_13_subpage,week_13_url,week_13_oucontent,week_13_externalquiz,week_13_oucollaborate,week_13_ouwiki,week_13_glossary,week_14_homepage,week_14_oucontent,week_14_resource,week_14_forumng,week_14_subpage,week_14_url,week_14_externalquiz,week_14_oucollaborate,week_14_ouwiki,week_14_glossary,week_15_homepage,week_15_resource,week_15_subpage,week_15_forumng,week_15_oucontent,week_15_url,week_15_ouwiki,week_15_oucollaborate,week_15_externalquiz,week_15_glossary,week_16_homepage,week_16_subpage,week_16_url,week_16_forumng,week_16_oucollaborate,week_16_resource,week_16_oucontent,week_16_externalquiz,week_16_ouwiki,week_16_glossary,week_17_homepage,week_17_forumng,week_17_subpage,week_17_url,week_17_oucontent,week_17_resource,week_17_ouwiki,week_17_externalquiz,week_17_oucollaborate,week_17_glossary,week_18_homepage,week_18_oucontent,week_18_resource,week_18_subpage,week_18_forumng,week_18_glossary,week_18_ouwiki,week_18_url,week_18_externalquiz,week_18_oucollaborate,week_19_forumng,week_19_homepage,week_19_subpage,week_19_glossary,week_19_oucontent,week_19_ouwiki,week_19_resource,week_19_url,week_19_externalquiz,week_19_oucollaborate,week_20_homepage,week_20_oucontent,week_20_resource,week_20_forumng,week_20_ouwiki,week_20_subpage,week_20_url,week_20_externalquiz,week_20_glossary,week_20_oucollaborate,week_21_homepage,week_21_forumng,week_21_ouwiki,week_21_resource,week_21_subpage,week_21_externalquiz,week_21_oucontent,week_21_url,week_21_glossary,week_21_oucollaborate,week_22_forumng,week_22_homepage,week_22_ouwiki,week_22_resource,week_22_subpage,week_22_url,week_22_oucontent,week_22_oucollaborate,week_22_externalquiz,week_22_glossary,week_23_forumng,week_23_homepage,week_23_resource,week_23_subpage,week_23_ouwiki,week_23_oucontent,week_23_url,week_23_externalquiz,week_23_oucollaborate,week_23_glossary,week_24_homepage,week_24_oucontent,week_24_subpage,week_24_forumng,week_24_externalquiz,week_24_resource,week_24_url,week_24_ouwiki,week_24_glossary,week_24_oucollaborate,week_25_homepage,week_25_oucontent,week_25_subpage,week_25_url,week_25_forumng,week_25_resource,week_25_glossary,week_25_ouwiki,week_25_oucollaborate,week_25_externalquiz,week_26_homepage,week_26_forumng,week_26_resource,week_26_subpage,week_26_url,week_26_externalquiz,week_26_oucontent,week_26_ouwiki,week_26_glossary,week_26_oucollaborate,week_27_homepage,week_27_resource,week_27_subpage,week_27_oucontent,week_27_forumng,week_27_url,week_27_externalquiz,week_27_ouwiki,week_27_oucollaborate,week_27_glossary,week_28_homepage,week_28_oucontent,week_28_resource,week_28_subpage,week_28_forumng,week_28_url,week_28_oucollaborate,week_28_externalquiz,week_28_ouwiki,week_28_glossary,week_29_homepage,week_29_resource,week_29_subpage,week_29_url,week_29_oucontent,week_29_forumng,week_29_externalquiz,week_29_oucollaborate,week_29_ouwiki,week_29_glossary,week_30_homepage,week_30_resource,week_30_subpage,week_30_forumng,week_30_externalquiz,week_30_oucollaborate,week_30_url,week_30_oucontent,week_30_glossary,week_30_ouwiki,week_31_homepage,week_31_resource,week_31_subpage,week_31_externalquiz,week_31_forumng,week_31_url,week_31_oucollaborate,week_31_oucontent,week_31_glossary,week_31_ouwiki,week_32_externalquiz,week_32_forumng,week_32_homepage,week_32_resource,week_32_subpage,week_32_oucollaborate,week_32_url,week_32_glossary,week_32_oucontent,week_32_ouwiki,week_33_externalquiz,week_33_homepage,week_33_subpage,week_33_forumng,week_33_oucontent,week_33_resource,week_33_oucollaborate,week_33_url,week_33_ouwiki,week_33_glossary,week_34_homepage,week_34_oucollaborate,week_34_resource,week_34_subpage,week_34_forumng,week_34_url,week_34_externalquiz,week_34_oucontent,week_34_ouwiki,week_34_glossary,week_35_forumng,week_35_homepage,week_35_url,week_35_resource,week_35_subpage,week_35_oucontent,week_35_externalquiz,week_35_oucollaborate,week_35_glossary,week_36_homepage,week_36_forumng,week_36_subpage,week_36_url,week_36_externalquiz,week_36_resource,week_36_oucontent,week_36_oucollaborate,week_36_ouwiki,week_36_glossary,week_37_homepage,week_37_resource,week_37_subpage,week_37_forumng,week_37_url,week_37_externalquiz,week_37_oucontent,week_37_ouwiki,week_37_oucollaborate
DDD,2013J,243372,0,0,0,0,0,0,14,12,1,7,1,3,0,0,0,0,0,16,9,2,3,10,0,2,0,0,18,26,0,0,18,0,8,0,0,59,0,16,8,1,0,0,2,14,3,0,42,55,1,4,17,95,3,0,7,13,57,5,1,54,13,56,3,5,0,20,2,56,2,8,34,1,47,28,18,1,0,27,0,0,10,1,33,0,0,2,40,1,1,0,1,0,50,0,0,11,11,20,0,3,0,9,3,0,0,0,32,2,0,14,18,0,2,0,0,7,6,2,6,1,0,0,0,1,0,0,13,7,0,0,0,7,7,0,0,0,0,2,0,4,3,0,4,0,0,0,8,2,17,0,6,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,17,6,3,10,26,0,0,0,0,3,8,0,0,4,0,0,0,0,0,0,5,7,0,9,0,2,3,0,0,0,14,13,17,0,1,4,13,0,0,0,16,3,0,3,21,21,13,0,0,0,58,15,6,0,2,33,0,0,0,0,20,0,1,37,49,6,0,1,0,0,6,9,0,1,4,0,2,0,0,0,12,8,0,0,8,0,0,0,2,3,1,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,8,0,6,5,9,0,0,0,1,0,5,0,1,0,0,0,0,0,0,5,6,0,0,4,0,0,0,0,0,0,17,1,7,4,28,0,0,0,13,0,4,13,11,0,6,2,0,0,0,0,0,13,0,15,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DDD,2013J,244738,0,0,0,0,0,0,17,7,5,27,4,0,0,0,0,0,0,12,33,5,2,24,0,1,0,0,24,11,0,1,1,0,0,0,0,0,0,17,8,1,4,2,0,15,0,0,23,10,0,13,0,10,1,0,4,0,4,1,0,8,0,1,1,4,0,0,2,20,15,1,21,0,32,7,0,0,0,10,5,1,12,2,16,3,0,0,9,0,26,6,2,0,7,6,0,0,10,12,0,27,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,14,9,16,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,32,0,2,0,0,0,3,0,2,0,4,1,0,0,0,0,0,9,23,3,5,0,2,0,0,2,0,1,0,0,0,5,0,0,0,0,5,7,0,0,11,0,0,0,0,0,3,0,19,4,3,0,0,0,1,0,5,3,0,2,0,0,7,1,0,0,15,4,30,3,12,3,0,1,0,0,19,6,2,7,45,0,17,0,0,0,13,9,5,0,2,2,1,0,0,0,11,8,0,23,9,4,0,0,0,0,5,9,0,0,1,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7,3,7,18,12,0,0,0,0,12,12,19,0,4,0,1,0,0,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0,11,2,17,2,21,4,1,0,0,0,4,1,18,14,5,0,0,0,0,0,8,11,58,11,49,4,0,1,0,0,0,48,6,11,7,0,0,0,0,0,0,3,4,10,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,248961,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,2,9,0,2,2,0,0,0,10,13,0,3,1,1,10,4,0,12,9,0,0,1,10,5,0,0,0,25,6,0,28,0,3,1,19,0,0,0,6,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,23,0,0,0,2,1,24,7,0,0,0,16,0,2,0,2,3,0,0,0,2,7,0,1,4,0,0,0,0,0,9,6,8,2,0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,9,4,6,15,3,0,0,0,0,2,0,2,0,0,1,0,0,0,0,12,1,0,2,0,0,2,1,0,0,14,9,6,1,0,0,6,0,0,0,20,0,1,2,27,0,45,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,14,7,30,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,9,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,11,0,21,0,0,0,1,0,0,18,0,0,0,12,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
DDD,2013J,250163,0,0,0,0,0,0,40,38,16,61,8,0,0,0,0,0,7,24,13,5,1,3,1,2,0,0,30,26,0,2,16,1,2,0,0,0,1,37,23,2,2,10,2,7,2,0,53,35,1,1,6,50,6,3,24,0,25,2,9,35,3,33,1,32,1,0,1,14,0,3,29,3,64,5,0,0,0,7,6,5,25,3,10,6,0,0,40,2,11,7,44,4,18,6,0,0,16,8,0,0,5,5,3,0,0,0,16,4,13,31,25,0,1,2,0,0,31,13,16,0,0,2,4,1,0,0,11,10,0,2,0,1,0,1,0,0,0,20,5,12,67,4,9,1,12,0,14,7,34,0,4,2,0,0,2,4,1,17,0,5,25,3,14,0,0,0,7,4,1,7,0,8,0,0,0,0,12,0,9,9,25,4,0,0,0,0,6,1,3,8,0,1,0,1,0,0,28,51,7,4,0,6,2,0,0,3,24,14,30,5,3,9,6,0,0,5,40,0,2,10,56,0,83,2,0,0,45,44,8,0,0,35,2,1,0,0,15,0,2,43,14,11,1,0,0,0,12,0,0,3,17,0,5,1,21,0,23,18,0,5,23,2,2,0,0,5,5,6,2,3,0,0,1,0,0,0,14,0,59,0,0,4,4,0,29,0,9,0,11,3,0,1,17,0,0,0,9,4,1,11,2,0,0,0,7,0,6,0,5,0,1,2,0,0,0,0,9,0,10,26,0,3,0,0,0,6,14,6,24,0,0,14,0,0,0,24,6,2,8,3,0,0,1,0,3,0,14,5,18,0,57,2,0,0,0,0,9,104,26,10,58,2,7,13,2,0,0,4,1,11,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,257167,0,0,0,0,0,0,9,17,2,8,3,0,0,0,0,0,2,8,9,1,0,2,0,2,0,0,7,17,0,8,0,0,0,0,0,0,5,22,24,0,20,5,10,28,2,0,25,45,2,39,3,18,3,1,6,0,49,39,2,14,5,20,2,17,0,0,0,33,13,3,2,1,22,14,0,0,0,33,23,6,10,2,18,4,0,0,37,2,10,5,9,1,10,0,2,0,16,23,1,6,0,7,1,0,2,0,15,12,0,0,2,0,0,0,0,0,21,5,4,7,0,0,0,3,0,0,18,2,1,0,1,3,2,1,0,0,1,9,10,2,3,1,0,0,0,0,8,0,2,0,0,0,2,0,0,0,0,12,14,3,3,0,2,0,0,0,2,5,1,1,0,0,1,0,0,0,16,6,0,4,0,0,0,0,0,0,7,1,3,4,5,0,0,0,0,0,7,4,0,4,0,2,3,0,0,0,9,3,1,0,1,2,0,2,0,0,15,8,2,3,10,0,6,0,0,0,10,17,6,0,4,24,1,0,0,1,7,4,0,8,0,1,0,0,0,0,5,7,0,0,0,0,1,0,0,0,11,17,0,1,3,0,14,0,0,0,2,13,6,5,8,5,0,0,0,0,7,2,1,0,0,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,10,2,7,0,5,0,3,0,0,0,12,0,14,10,10,0,0,2,0,0,9,0,2,0,0,7,1,0,0,0,13,0,5,14,0,0,0,0,0,0,8,2,3,0,5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,10,6,10,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
DDD,2013J,258010,0,0,0,0,0,0,13,5,1,11,2,1,0,0,0,0,3,7,2,2,0,1,2,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,0,14,42,28,15,1,0,0,7,2,0,5,5,0,0,2,0,0,2,5,1,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,2,0,3,0,0,0,0,13,11,1,4,0,3,1,0,0,0,23,23,25,3,7,11,1,0,0,0,25,2,1,27,30,0,53,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,23,10,17,28,0,1,1,0,0,5,2,7,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,1,0,2,0,1,0,0,8,0,0,6,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,41,79,16,23,6,1,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,258042,0,0,0,0,0,0,26,34,5,29,4,3,1,0,0,0,21,14,0,3,0,4,1,0,0,0,11,15,0,9,12,3,5,5,0,0,0,16,20,2,0,4,0,15,9,0,10,13,0,1,16,13,3,0,0,0,9,4,1,8,0,9,0,7,0,0,0,17,16,0,0,0,29,15,0,0,0,20,0,1,5,0,29,5,0,0,20,0,0,0,1,0,35,9,1,0,25,26,0,22,2,4,2,3,0,0,9,0,0,0,15,0,3,0,0,0,20,3,11,1,0,0,1,0,0,0,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,8,2,2,1,3,0,0,0,10,26,2,4,2,9,0,2,1,0,13,0,2,0,7,1,0,0,0,0,5,0,0,6,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,17,16,2,2,9,1,0,0,0,0,12,2,1,6,11,0,3,0,0,0,13,29,0,0,1,13,0,0,0,7,23,0,0,17,45,0,2,0,0,1,8,27,6,0,0,0,0,0,0,0,73,76,31,0,0,4,0,4,0,0,28,52,0,0,10,1,2,0,0,0,46,0,0,6,0,0,2,0,0,0,27,7,35,9,0,5,0,0,0,0,16,1,1,4,3,0,0,0,0,0,12,0,0,9,5,1,0,0,0,0,15,0,0,0,21,2,2,0,0,0,14,2,7,1,0,1,0,0,0,0,23,4,15,22,0,2,1,10,0,0,13,1,5,0,15,0,3,0,0,0,0,2,6,2,2,0,1,0,0,0,0,13,1,8,0,1,0,4,0,0,33,0,0,4,6,11,0,0,0,0,0,9,5,0,3,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,259951,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,3,0,0,0,0,4,2,0,0,0,1,0,1,0,0,8,1,0,21,0,1,0,0,2,0,0,9,2,2,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,15,0,8,11,1,1,0,0,2,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,2,0,5,0,2,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,266286,0,0,0,0,0,0,4,7,0,28,0,0,0,0,0,0,1,22,32,8,2,23,0,0,0,0,16,6,0,0,7,1,0,0,0,0,9,70,41,4,2,5,4,35,2,0,33,17,0,2,3,40,3,1,8,0,8,6,2,16,9,36,0,0,0,0,0,13,9,12,72,3,8,11,0,0,0,9,7,20,63,2,14,17,0,0,3,0,2,2,0,0,0,0,0,0,0,4,0,2,0,2,0,0,1,0,6,1,5,7,0,0,1,0,0,0,2,0,13,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,7,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,26,0,15,13,112,4,1,0,0,0,17,11,37,0,1,3,0,0,0,0,6,10,2,7,0,3,7,0,0,0,8,0,37,1,0,10,0,0,0,0,19,0,4,17,17,0,28,2,2,0,42,11,16,0,21,48,0,1,0,0,15,2,0,23,8,6,2,0,0,0,6,13,28,3,32,0,0,2,0,1,0,5,0,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,7,14,0,0,11,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,29,4,1,2,0,1,0,0,0,0,0,11,0,14,38,0,4,0,5,0,0,13,1,23,0,94,0,4,0,0,0,4,117,14,0,28,10,1,0,0,0,0,8,20,103,78,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,266558,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,3,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,18,15,5,0,15,0,5,1,0,0,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,10,14,1,4,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,270393,0,0,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,2,0,0,0,0,0,1,20,25,0,1,0,3,12,2,0,9,2,0,1,0,0,0,0,0,0,13,0,1,22,0,9,3,16,0,0,0,30,2,2,14,3,35,6,0,0,0,6,0,0,0,0,2,0,0,0,7,0,0,0,0,0,10,8,0,0,0,6,0,8,0,2,2,0,0,0,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,3,5,0,3,0,0,0,0,0,0,7,6,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,6,0,0,0,14,10,15,0,3,5,33,1,0,0,14,0,2,4,13,0,65,1,0,0,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,0,0,0,8,0,0,0,0,6,0,2,9,1,0,0,0,0,8,5,0,0,20,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,6,0,2,1,0,0,0,0,12,6,21,40,2,5,1,0,0,0,10,0,7,6,1,1,1,0,0,0,0,30,10,6,17,3,0,0,0,0,0,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,271526,0,0,0,0,0,0,6,0,4,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,8,10,1,11,1,3,16,0,0,0,1,0,1,8,3,0,0,0,0,4,0,3,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,9,11,10,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,1,6,13,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,7,1,1,0,0,0,1,1,5,0,5,0,0,0,0,0,2,3,0,0,0,1,5,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,6,11,0,3,17,2,1,0,0,3,8,0,2,0,0,0,0,0,1,14,19,15,0,7,0,13,0,0,0,9,1,0,0,0,0,1,0,0,0,14,6,1,7,2,5,1,0,2,0,11,4,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,3,11,1,17,0,0,5,0,0,3,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,14,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
